Período,Fecha,Año,Mes,Codex,Fecha Montaje,Equipo/EGI,No Componente,Tipo De Componente,Cod Comp,Mod,Stock Code,Equipo,OT Defitment,Orig Doc No,Horas del Comp. en la posición,Vida Media,Uso Vida Media,Intervalo de horas,Procedencia,Fecha Calculada,Flota
202001,20200104,2020,01,,20181128,HITA-EX5600 ,006MEHF119  ,MTR ENFRIADOR HCO FRONT                 ,MENH,F ,003076296,60119,00813666,SH143685            ,"6277,69",24000,"0,2615704167",6000-12000,Nuevo,4/01/2020,EX5500
202001,20200104,2020,01,,20181128,HITA-EX5600 ,006MEHT119  ,MTR ENFRIADOR HCO TRAS                  ,MENH,T ,003076296,60119,00813667,SH143686            ,"6277,69",24000,"0,2615704167",6000-12000,Nuevo,4/01/2020,EX5500
202001,20200105,2020,01,,20190809,HITA3600-6  ,006BMLG140  ,"BOMBA DE LUBRICACION DE GRASA ,POSICION ",BMLG,01,003886553,60140,SH146199,LUBCW-BOMGR-DANAD-/ ,"2109,54",8000,"0,2636925",0-6000,Nuevo,5/01/2020,EX3600
202001,20200106,2020,01,,20170610,HITA3600-6  ,006ENCM137  ,ENFRIADOR DE COMBUSTIBLE                ,ENCM,  ,         ,60137,SH146655,                    ,"14333,67",24000,"0,59723625",12000-18000,Nuevo,6/01/2020,EX3600
202001,20200108,2020,01,,20170925,HITA3600-6  ,006ENCM136  ,ENFRIADOR DE COMBUSTIBLE                ,ENCM,  ,         ,60136,00814808,SH146485            ,"12817,52",24000,"0,5340633333",12000-18000,Nuevo,8/01/2020,EX3600
202001,20200113,2020,01,HCO,20180621,HITA3600-6  ,006MGTI135  , MOTOR HCO DE GIRO TRAS IZQ             ,MGIR,IT,003178910,60135,00815045,SH147222            ,"8773,28",12000,"0,7311066667",6000-12000,Nuevo,13/01/2020,EX3600
202001,20200115,2020,01,HCO,20180618,HITA3600-6  ,00671653    ,CILINDRO EMPUJE HITACHI EX-3600         ,CEMP,I ,003189974,60133,00815189,536214              ,"8815,91",14000,"0,6297078571",6000-12000,Interno,15/01/2020,EX3600
202001,20200116,2020,01,HCO,20191115,HITA EX5500 ,00672111    ,CILINDRO DE CUCHARÓN HITACHI EX5500     ,CCUC,I ,003075520,60118,00815092,536139              ,"1017,57",10000,"0,101757",0-6000,Nuevo,16/01/2020,EX5500
202001,20200117,2020,01,,20171110,HITA3600-6  ,006BHDP137  ,Bomba de pilotaje                       ,BPIL,  ,003179249,60137,00815082,                    ,"12306,58",20000,"0,615329",12000-18000,Nuevo,17/01/2020,EX3600
202001,20200118,2020,01,,20170622,HITA3600-6  ,00685137    ,SPROCKET PALAS  HITACHI EX-3600         ,SPRK,D ,001611375,60137,00805830,536215              ,"14496,41",18000,"0,8053561111",12000-18000,Interno,18/01/2020,EX3600
202001,20200121,2020,01,,20170502,HITA3600-6  ,006EACB135  , ENFRIADOR DE ACEITE CAJA BBAS          ,EACB,  ,         ,60135,00815242,                    ,"15004,94",24000,"0,6252058333",12000-18000,Nuevo,21/01/2020,EX3600
202001,20200121,2020,01,HCO,20181128,HITA-EX5600 ,00673119I   ,CILINDRO APERTURA CUCHARON  HITA-5500   ,CACU,I ,003075538,60119,00812695,536281              ,"6545,85",8000,"0,81823125",6000-12000,Nuevo,21/01/2020,EX5500
202001,20200122,2020,01,HCO,20171107,HITA EX5500 ,006MGTD116  ,MTR HCO DE GIRO  TRAS DER               ,MGIR,DT,000458720,60116,00812570,                    ,"12434,92",12000,"1,036243333",12000-18000,Nuevo,22/01/2020,EX5500
202001,20200122,2020,01,HCO,20171107,HITA EX5500 ,006MGTI116  ,MTR HCO DE GIRO TRAS IZQ                ,MGIR,IT,000458720,60116,00812570,                    ,"12434,92",12000,"1,036243333",12000-18000,Nuevo,22/01/2020,EX5500
202001,20200124,2020,01,,20191019,HITA3600-6  ,00686139    ,RUEDA GUIA PALA HITACHI EX 3600         ,RGUI,D ,001611367,60132,00815136,536366              ,"1567,45",18000,"0,08708055556",0-6000,Interno,24/01/2020,EX3600
202001,20200125,2020,01,HCO,20180620,HITA EX5500 ,00673111D-1 ,CILINDRO APERTURA CUCHARON  PALA HIT5500,CACU,I ,003075538,60113,00816269,539271/RH082723     ,"5678,32",6000,"0,9463866667",0-6000,Nuevo,25/01/2020,EX5500
202001,20200125,2020,01,,20180907,HITA EX5500 ,006EALH113  ,ENFRIAD ACEITE CAJA BBAS LH             ,EACB,I ,003304383,60113,00815956,                    ,"4399,71",24000,"0,18332125",0-6000,Nuevo,25/01/2020,EX5500
202001,20200125,2020,01,HCO,20181126,HITA3600-6  ,006MGTI137  , MOTOR HCO DE GIRO TRAS IZQ             ,MGIR,IT,         ,60137,00816272,                    ,"6494,05",12000,"0,5411708333",6000-12000,Nuevo,25/01/2020,EX3600
202001,20200125,2020,01,,20190630,HITA EX5500 ,00681113    ,Bucket-Balde                            ,CUCH,  ,003289923,60113,00816235,                    ,"2519,32",6000,"0,4198866667",0-6000,Interno,25/01/2020,EX5500
202001,20200125,2020,01,,20190805,HITA EX5500 ,00681116-1  ,TAPA DE CUCHARON                        ,TAPC,  ,003290079,60113,00816531,                    ,"2519,32",6000,"0,4198866667",0-6000,Interno,25/01/2020,EX5500
202001,20200128,2020,01,,20160611,HITA3600-6  ,006EHFE135  , ENFRIAD. HCO PPAL   FRONT EXT          ,EAHI,FE,003189933,60135,00816550,                    ,"19716,84",24000,"0,821535",18000-24000,Nuevo,28/01/2020,EX3600
202001,20200128,2020,01,,20160611,HITA3600-6  ,006EHFI135  , ENFRIAD. HCO PPAL FRONT INTER          ,EAHI,FI,003189933,60135,00816551,                    ,"19716,84",24000,"0,821535",18000-24000,Nuevo,28/01/2020,EX3600
202001,20200128,2020,01,,20160611,HITA3600-6  ,006EHTE135  , ENFRIAD. HCO PPAL TRAS EXT             ,EAHI,TE,003189933,60135,00816544,                    ,"19716,84",24000,"0,821535",18000-24000,Nuevo,28/01/2020,EX3600
202001,20200128,2020,01,,20160611,HITA3600-6  ,006EHTI135  , ENFRIAD. HCO PPAL TRAS INTER           ,EAHI,TI,003189933,60135,00816545,                    ,"19716,84",24000,"0,821535",18000-24000,Nuevo,28/01/2020,EX3600
202001,20200129,2020,01,HCO,20171217,HITA EX5500 ,006BVRH116  ,BOMBA MTR VENT HCO RH                   ,BMVH,D ,003061561,60116,00817078,                    ,11927,14000,"0,8519285714",6000-12000,Nuevo,29/01/2020,EX5500
202001,20200129,2020,01,,20181128,HITA3600-6  ,006MHBL138  ,"BOMBA DE LUBRICACION DE GRASA ,POSICION ",BMLG,02,003886553,60138,SH148261,                    ,"6411,03",8000,"0,80137875",6000-12000,Nuevo,29/01/2020,EX3600
202002,20200206,2020,02,HCO,20181213,HITA EX5500 ,00672114I   ,CILINDOR CUCHARON IZQUIER.PALA HIT- 5500,CCUC,I ,003075520,60114,00816271,536508              ,6886,10000,"0,6886",6000-12000,Interno,6/02/2020,EX5500
202002,20200208,2020,02,,20151022,HITA3600-6  ,00621335    ,CAJA DE BOMBA PALA HITACHI EX-3600      ,CBOM,  ,003189941,60133,00816523,536661              ,"23366,95",32000,"0,7302171875",18000-24000,Interno,8/02/2020,EX3600
202002,20200208,2020,02,,20160322,HITA3600-6  ,00682135    ,BRAZO EMPUJE                            ,BEMP,  ,003303575,60133,00816521,                    ,"21136,99",24000,"0,8807079167",18000-24000,Interno,8/02/2020,EX3600
202002,20200208,2020,02,,20160322,HITA3600-6  ,00683136    ,Boom-Pluma PALA HITACHI EX-3600         ,BOOM,  ,003303567,60133,00815951,SH146787            ,"21136,99",24000,"0,8807079167",18000-24000,Interno,8/02/2020,EX3600
202002,20200208,2020,02,HCO,20170507,HITA3600-6  ,00663151    ,Bomba Principal N° 3                    ,BHID,03,003231719,60133,00816522,                    ,"14973,5",18000,"0,8318611111",12000-18000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,HCO,20170507,HITA3600-6  ,00663152    ,Bomba Principal N° 4                    ,BHID,04,003231719,60133,00816522,                    ,"14973,5",18000,"0,8318611111",12000-18000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,0060MAF2133 ,Grupo No17-MANGUERAS SISTEMA LUBRICACION,MAF2,  ,         ,60133,00816514,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,0060MEC6133 ,Grp N12 PARTE1-MANG SIST ENFRI RADI MOTR,MEC6,  ,         ,60133,00816518,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,0060MPCG133 ,GrpN13 PARTE1-MANG DESC BHID PRIN Y AMOR,MPCG,  ,         ,60133,00816519,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,006MADF133  ,Grupo No16 (PARTE 1)-MANGUERAS ARCO BOOM,MADF,  ,         ,60133,00816512,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,006MADF133-2,Grp N16 -PARTE 2-MANG ADITAMENTO FRONTAL,MAFR,  ,         ,60133,00816513,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,006MCM1133  ,Grp No2-PARTE1-MANG ALTA SALIDA STRAINER,MCM1,  ,         ,60133,00816516,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,006MCM3133  ,Grp No.10-MANGUERAS PILOTAJE BOMBAS PRIN,MCM3,  ,         ,60133,00818025,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,006MEC4133  ,Grp N5 PARTE1-MANG ALIMENT BVAL Y S.GIRO,MEC4,  ,         ,60133,00816517,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,006MZI1133  ,Grp N7 PARTE 1-MANGUERAS RECIBO CONBUSTI,MZI1,  ,         ,60133,00816520,                    ,"9121,07",8000,"1,14013375",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200208,2020,02,,20180616,HITA3600-6  ,060MEC6133-2,Grp N12 PART2-MANG ENFRI C.BBS Y MOTR EX,MECM,  ,         ,60133,00816518,                    ,"9121,07",18000,"0,5067261111",6000-12000,Nuevo,8/02/2020,EX3600
202002,20200210,2020,02,HCO,20191227,HITA3600-6  ,00672333    ,CILINDRO CUCHARON PALA HITACHI EX-3600  ,CCUC,I ,003230240,60136,00818424,536604/RH081952     ,"676,95",12000,"0,0564125",0-6000,Interno,10/02/2020,EX3600
202002,20200212,2020,02,HCO,20171122,HITA EX5500 ,00663115-1  ,Bomba Principal N° 1                    ,BHID,01,003075595,60115,00818279,                    ,"12570,97",15000,"0,8380646667",12000-18000,Nuevo,12/02/2020,EX5500
202002,20200212,2020,02,HCO,20171122,HITA EX5500 ,00663115-2  ,Bomba Principal N° 2                    ,BHID,02,003075595,60115,00818279,                    ,"12570,97",15000,"0,8380646667",12000-18000,Nuevo,12/02/2020,EX5500
202002,20200212,2020,02,HCO,20190518,HITA EX5500 ,00673161    ,CILINDRO APERTURA CUCHARON HITACHI 5500 ,CACU,D ,003075538,60115,00819849,536939              ,"3803,18",6000,"0,6338633333",0-6000,Interno,12/02/2020,EX5500
202002,20200213,2020,02,,20180802,HITA3600-6  ,00611381-1  ,"MOTOR QSK60 TIER II, PALA HITACHI 3600  ",MOTR,  ,003189990,60137,00819107,536689              ,"8672,49",20000,"0,4336245",6000-12000,Externo,13/02/2020,EX3600
202002,20200213,2020,02,,20181210,HITA EX5500 ,00682117    ,Brazo Empuje                            ,BEMP,  ,003435187,60111,00767298,                    ,"4749,81",20000,"0,2374905",0-6000,Interno,13/02/2020,EX5500
202002,20200215,2020,02,,20190809,HITA3600-6  ,006MTAI139  ,MOTOR ARRANQUE INFERIOR                 ,MTAI,  ,         ,60139,SH149493,                    ,"2597,8",8000,"0,324725",0-6000,Nuevo,15/02/2020,EX3600
202002,20200217,2020,02,,20190220,HITA3600-6  ,006BHEX134  ,Bomba hidráulica del Extractor          ,BEMD,  ,003179264,60134,00819508,                    ,"5698,58",20000,"0,284929",0-6000,Nuevo,17/02/2020,EX3600
202002,20200217,2020,02,,20190904,HITA3600-6  ,006CTOD134  ,"CILINDRO TENSOR ORUGA ,DERECHA          ",CTEN,D ,001611391,60134,00818816,                    ,"2532,12",18000,"0,1406733333",0-6000,Nuevo,17/02/2020,EX3600
202002,20200219,2020,02,,20171202,HITA EX5500 ,006CMPT116  ,COMPRESOR DE PITO                       ,CMPT,  ,003061157,60116,SH149756,                    ,"12520,25",6000,"2,086708333",12000-18000,Nuevo,19/02/2020,EX5500
202002,20200219,2020,02,HCO,20180118,HITA EX5500 ,006MGFD118  ,MTR HCO DE GIRO FRON DER                ,MGIR,DF,000458720,60118,00816277,                    ,"12579,95",12000,"1,048329167",12000-18000,Nuevo,19/02/2020,EX5500
202002,20200220,2020,02,,20120605,HITA3600-6  ,006BAT1135  ,BATERIA  DELANTERA 1                    ,BTD1,  ,003056462,60135,SH149448,                    ,"45477,16",6000,"7,579526667",42000-48000,Nuevo,20/02/2020,EX3600
202002,20200220,2020,02,,20120605,HITA3600-6  ,006BAT2135  ,BATERIA  2                              ,BAT2,  ,003056462,60135,SH149448,                    ,"45477,16",6000,"7,579526667",42000-48000,Nuevo,20/02/2020,EX3600
202002,20200220,2020,02,,20120605,HITA3600-6  ,006BAT3135  ,BATERIA  3                              ,BAT3,  ,003056462,60135,SH149448,                    ,"45477,16",6000,"7,579526667",42000-48000,Nuevo,20/02/2020,EX3600
202002,20200220,2020,02,,20120605,HITA3600-6  ,006BAT4135  ,BATERIA TRASERA 4                       ,BTT4,  ,003056462,60135,SH149448,                    ,"45477,16",6000,"7,579526667",42000-48000,Nuevo,20/02/2020,EX3600
202002,20200220,2020,02,,20190405,HITA3600-6  ,006CTOD135  ,"CILINDRO TENSOR ORUGA ,DERECHA          ",CTEN,D ,001611391,60135,00819906,                    ,"5025,63",18000,"0,2792016667",0-6000,Nuevo,20/02/2020,EX3600
202002,20200221,2020,02,,20190517,HITA3600-6  ,00625961    ,TRANSMISION DE GIRO HITACHI 3600        ,TGIR,DT,003189982,60133,00820146,537120              ,"4168,77",30000,"0,138959",0-6000,Interno,21/02/2020,EX3600
202002,20200224,2020,02,HCO,20170816,HITA EX5500 ,006MGFD116  ,MTR HCO DE GIRO FRON DER                ,MGIR,DF,000458720,60116,00816275,                    ,"14281,25",12000,"1,190104167",12000-18000,Nuevo,24/02/2020,EX5500
202002,20200224,2020,02,,20190410,HITA3600-6  ,006BHCB132  ,Bomba de lubricación de la Caja de Bomba,BLCB,  ,003179264,60132,00819771,                    ,"4948,74",18000,"0,27493",0-6000,Nuevo,24/02/2020,EX3600
202002,20200224,2020,02,,20191019,HITA3600-6  ,00685139    ,SPROCKET PALAS  HITACHI EX-3600         ,SPRK,D ,001611375,60132,00820309,537174              ,2073,18000,"0,1151666667",0-6000,Externo,24/02/2020,EX3600
202002,20200226,2020,02,,20161123,HITA EX5500 ,00623116D-1 ,TRANSMISION PROPEL HITACHI EX5500       ,TPRO,D ,003075553,60111,00673061,274635              ,"16482,51",30000,"0,549417",12000-18000,Nuevo,26/02/2020,EX5500
202002,20200226,2020,02,,20161212,HITA EX5500 ,00625181    ,TRANSMISION GIRO PALA HITACHI EX-5500   ,TGIR,IT,003075546,60111,00675404,348746              ,"16361,97",24000,"0,68174875",12000-18000,Interno,26/02/2020,EX5500
202002,20200226,2020,02,HCO,20171011,HITA EX5500 ,00670118I   ,CILINDRO BOOM HITACHI FRONTAL EX5500    ,CLEV,D ,003075488,60111,00710939,425476              ,"11792,63",16000,"0,737039375",6000-12000,Interno,26/02/2020,EX5500
202002,20200226,2020,02,HCO,20180524,HITA EX5500 ,00672110    ,CILINDRO DE CUCHARÓN HITACHI EX5500     ,CCUC,I ,003075520,60111,00742843,482706              ,"7934,03",10000,"0,793403",6000-12000,Interno,26/02/2020,EX5500
202002,20200226,2020,02,,20180903,HITA EX5500 ,00623118I   ,TRANSMISION PROPEL HITACHI EX5500       ,TPRO,I ,003075553,60111,00756205,494866              ,"6208,55",30000,"0,2069516667",6000-12000,Interno,26/02/2020,EX5500
202002,20200226,2020,02,,20190205,HITA EX5500 ,006211117I  ,PTO / CAJA DE BOMBAS HITACHI  EX-5500   ,CBOM,D ,003113040,60111,00775678,512170              ,"3761,01",32000,"0,1175315625",0-6000,Interno,26/02/2020,EX5500
202002,20200228,2020,02,,20170619,HITA3600-6  ,006EHFI137  , ENFRIAD. HCO PPAL FRONT INTER          ,EAHI,FI,         ,60137,00821242,                    ,"15180,21",24000,"0,63250875",12000-18000,Nuevo,28/02/2020,EX3600
202002,20200228,2020,02,,20190801,HITA3600-6  ,006MHED137  , MOTOR ENFRIADOR HCO FRONTAL            ,MENH,F ,         ,60137,00821861,                    ,"3221,08",24000,"0,1342116667",0-6000,Nuevo,28/02/2020,EX3600
202002,20200229,2020,02,,20130401,HITA EX5500 ,006RDEI117  ,RADIADOR IZQUIERDO                      ,RADI,I ,003291408,60117,00816574,                    ,"39595,95",20000,"1,9797975",36000-42000,Nuevo,29/02/2020,EX5500
202002,20200229,2020,02,,20190328,HITA3600-6  ,006ENCM135  ,ENFRIADOR DE COMBUSTIBLE                ,ENCM,  ,003189933,60135,00821879,                    ,"5185,6",24000,"0,2160666667",0-6000,Nuevo,29/02/2020,EX3600
202003,20200301,2020,03,,20130401,HITA EX5500 ,00683117    ,Pluma                                   ,BOOM,  ,003435179,60117,00816530,                    ,"39595,95",20000,"1,9797975",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006APIC117  ,ACUMULAD PRES PIT INF CENT              ,ACUM,IC,002038685,60117,00816567,                    ,"39595,95",30000,"1,319865",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006APID117  ,ACUMULAD PRES PIT INF DER               ,ACUM,DI,002038685,60117,00816568,                    ,"39595,95",30000,"1,319865",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006APII117  ,ACUMULAD PRES PIT INF IZQ               ,ACUM,II,002038685,60117,00816569,                    ,"39595,95",30000,"1,319865",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006APSC117  ,ACUMULAD PRES PIT SUP CENT              ,ACUM,SC,002038685,60117,00816570,                    ,"39595,95",30000,"1,319865",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006APSD117  ,ACUMULAD PRES PIT SUP DER               ,ACUM,DS,002038685,60117,00816571,                    ,"39595,95",30000,"1,319865",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006MCLH117  ,MTR DE ENFRIAD DE COMB LH               ,MENF,I ,003076288,60117,00817076,                    ,"39595,95",18000,"2,199775",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006MCRH117  ,MTR DE ENFRIAD DE COMB RH               ,MENF,D ,003076288,60117,00817077,                    ,"39595,95",18000,"2,199775",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006V1IS117  ,V/V CONTROL 1  IZQ SUP                  ,BVAL,IS,003236221,60117,00816578,                    ,"39595,95",35000,"1,131312857",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006V2CI117  ,V/V CONTROL 2  CENT IZQ                 ,BVAL,CI,003152725,60117,00816579,                    ,"39595,95",35000,"1,131312857",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006V3II117  ,V/V CONTROL 3  INF IZQ                  ,BVAL,II,003152741,60117,00816576,                    ,"39595,95",35000,"1,131312857",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006V4DS117  ,V/V CONTROL 4 DER SUP                   ,BVAL,DS,003152725,60117,00816577,                    ,"39595,95",35000,"1,131312857",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006V5CD117  ,V/V CONTROL 5  CENT DER                 ,BVAL,CD,003152741,60117,00816580,                    ,"39595,95",35000,"1,131312857",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20130401,HITA EX5500 ,006V6ID117  ,V/V CONTROL 6  INF DER                  ,BVAL,DI,003236221,60117,00816581,                    ,"39595,95",35000,"1,131312857",36000-42000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20170416,HITA EX5500 ,00663117-10 ,Bomba Hidraulica Posicion 10            ,BHID,10,003075595,60117,00816554,                    ,"16138,72",15000,"1,075914667",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20170416,HITA EX5500 ,00663117-9  ,Bomba Hidraulica Posicion 9             ,BHID,09,003075595,60117,00816554,                    ,"16138,72",15000,"1,075914667",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20170430,HITA EX5500 ,00663117-11 ,Bomba Hidraulica Posicion  11           ,BHID,11,003075603,60117,00816565,                    ,"15930,37",15000,"1,062024667",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20170430,HITA EX5500 ,00663117-12 ,Bomba Hidraulica  Posicion  12          ,BHID,12,003075603,60117,00816565,                    ,"15930,37",15000,"1,062024667",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20170907,HITA EX5500 ,00663117-3  ,Bomba Hidraulica Posicion 03            ,BHID,03,003075595,60117,00816553,                    ,"13920,02",15000,"0,9280013333",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20170907,HITA EX5500 ,00663117-4  ,Bomba Hidraulica Posicion 4             ,BHID,04,003075595,60117,00816553,                    ,"13920,02",15000,"0,9280013333",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20171013,HITA EX5500 ,006MCAA117  ,MTR HCO COMPRESOR A/A                   ,MCAA,  ,003061587,60117,00816638,                    ,"13403,71",12000,"1,116975833",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20171230,HITA EX5500 ,006MAAFB117 ,GRUPO No11-MANG ALIMENTACI BLOQ D ALTA  ,MUDF,  ,         ,60117,00816557,                    ,"12061,3",12000,"1,005108333",12000-18000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20180530,HITA EX5500 ,006MGPCP117 ,GRUPO No4-MANGUERA DE CILINDRO DE EMPUJE,MUPJ,  ,         ,60117,00816559,                    ,"9700,93",6000,"1,616821667",6000-12000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20180612,HITA EX5500 ,006MRTUN117 ,GRUPO No15-MANG D RETORNO D TUNEL RH -LH,MRTU,  ,         ,60117,00816573,                    ,"9525,05",6000,"1,587508333",6000-12000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20180613,HITA EX5500 ,00670921    ,CILINDRO DE LEVANTE HITACHI EX5500      ,CLEV,D ,003075488,60117,00816555,537350              ,"9525,05",16000,"0,595315625",6000-12000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20180709,HITA EX5500 ,006MRPBA117 ,GRUPO No.5-CILINDRO DE CUCHARON RH Y LH ,MUPM,  ,         ,60117,00816560,                    ,"9255,89",6000,"1,542648333",6000-12000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20180828,HITA EX5500 ,006MAACC117 ,GRUPO No.1 MANGUERAS DE ARCO DE BOOM    ,MUCP,  ,         ,60117,00816556,                    ,"8497,37",6000,"1,416228333",6000-12000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20190210,HITA EX5500 ,00673118I   ,CILINDRO APERTURA CUCHARON IZQ          ,CACU,D ,003075538,60117,00816562,537691              ,"6022,22",6000,"1,003703333",6000-12000,Externo,1/03/2020,EX5500
202003,20200301,2020,03,,20190502,HITA EX5500 ,00681116    ,BUCKET-BALDE (CUCHARÓN)                 ,CUCH,  ,003289923,60117,00814809,                    ,"4773,27",6000,"0,795545",0-6000,Interno,1/03/2020,EX5500
202003,20200301,2020,03,,20190511,HITA EX5500 ,006MGDFF117 ,GRUPO No6-MANG ALTA CUART D BOMB PRIN RH,MUFF,  ,         ,60117,00816558,                    ,"4652,26",6000,"0,7753766667",0-6000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,,20190809,HITA EX5500 ,006CMPT117  ,COMPRESOR DE PITO                       ,CMPT,  ,003061157,60117,SH148268,                    ,"3270,17",6000,"0,5450283333",0-6000,Nuevo,1/03/2020,EX5500
202003,20200301,2020,03,HCO,20191203,HITA EX5500 ,00673170    ,CILINDRO APERTURA CUCHARON HITACHI 5500 ,CACU,I ,003075538,60117,00818027,537690              ,"1439,15",6000,"0,2398583333",0-6000,Nuevo,1/03/2020,EX5500
202003,20200302,2020,03,HCO,20191122,HITA EX5500 ,00670104    ,CILINDRO DE LEVANTE HITACHI EX5500      ,CLEV,I ,003075488,60116,00822034,544445              ,"1574,68",16000,"0,0984175",0-6000,Externo,2/03/2020,EX5500
202003,20200303,2020,03,,20181128,HITA3600-6  ,006BAT1138  ,BATERIA  DELANTERA 1                    ,BTD1,  ,         ,60138,SH150756,                    ,"6969,12",6000,"1,16152",6000-12000,Nuevo,3/03/2020,EX3600
202003,20200303,2020,03,,20181128,HITA3600-6  ,006BAT2138  ,BATERIA  2                              ,BAT2,  ,         ,60138,SH150756,                    ,"6969,12",6000,"1,16152",6000-12000,Nuevo,3/03/2020,EX3600
202003,20200303,2020,03,,20181128,HITA3600-6  ,006BAT3138  ,BATERIA  3                              ,BAT3,  ,         ,60138,SH150756,                    ,"6969,12",6000,"1,16152",6000-12000,Nuevo,3/03/2020,EX3600
202003,20200303,2020,03,,20181128,HITA3600-6  ,006BAT4138  ,BATERIA TRASERA 4                       ,BTT4,  ,         ,60138,SH150756,                    ,"6969,12",6000,"1,16152",6000-12000,Nuevo,3/03/2020,EX3600
202003,20200304,2020,03,HCO,20101215,HITA EX5500 ,00636125    ,Motor de giro IF                        ,MGIR,IF,000458720,60114,00816273,                    ,"54619,17",12000,"4,5515975",54000-60000,Nuevo,4/03/2020,EX5500
202003,20200309,2020,03,HCO,20190618,HITA3600-6  ,00671139    ,CILINDRO BRAZO PALA HITACHI 3600        ,CEMP,I ,003189974,60137,00822733,538999              ,"4167,95",14000,"0,2977107143",0-6000,Interno,9/03/2020,EX3600
202003,20200309,2020,03,,20190809,HITA3600-6  ,006CAAT140  ,COMPRESOR A/A TRASERO                   ,CAA3,  ,         ,60140,SH151177,                    ,"3176,43",8000,"0,39705375",0-6000,Nuevo,9/03/2020,EX3600
202003,20200309,2020,03,,20191110,HITA3600-6  ,00686906    ,RUEDA GUIA PALA HITACHI EX-3600         ,RGUI,I ,001611367,60136,00821883,                    ,"1871,11",18000,"0,1039505556",0-6000,Interno,9/03/2020,EX3600
202003,20200311,2020,03,,20130508,HITA EX5500 ,006DQRF117  ,VALVULA DQR TRASERA (No. 2)             ,VDQR,T ,003236312,60117,00816635,                    ,"39614,01",20000,"1,9807005",36000-42000,Nuevo,11/03/2020,EX5500
